"","Store","DayOfWeek","Date","Sales","Customers","Open","Promo","StateHoliday","SchoolHoliday"
"502527",447,1,"2014-04-07",5592,669,1,0,"0",0
"502568",488,1,"2014-04-07",3545,401,1,0,"0",0
"502599",519,1,"2014-04-07",3793,489,1,0,"0",0
"502689",609,1,"2014-04-07",4377,510,1,0,"0",0
"502691",611,1,"2014-04-07",5448,496,1,0,"0",0
"502719",639,1,"2014-04-07",3826,504,1,0,"0",0
"502863",783,1,"2014-04-07",5914,643,1,0,"0",0
"502919",839,1,"2014-04-07",4971,701,1,0,"0",0
"503004",924,1,"2014-04-07",3899,410,1,0,"0",0
"503019",939,1,"2014-04-07",4507,482,1,0,"0",0
"503128",1048,1,"2014-04-07",4847,405,1,0,"0",0
"503129",1049,1,"2014-04-07",3697,695,1,0,"0",0
"503154",1074,1,"2014-04-07",3721,452,1,0,"0",0
"503278",83,7,"2014-04-06",0,0,0,0,"0",0
"503339",144,7,"2014-04-06",0,0,0,0,"0",0
"503382",187,7,"2014-04-06",0,0,0,0,"0",0
"503395",200,7,"2014-04-06",0,0,0,0,"0",0
"503402",207,7,"2014-04-06",0,0,0,0,"0",0
"503443",248,7,"2014-04-06",0,0,0,0,"0",0
"503459",264,7,"2014-04-06",0,0,0,0,"0",0
"503642",447,7,"2014-04-06",0,0,0,0,"0",0
"503683",488,7,"2014-04-06",0,0,0,0,"0",0
"503714",519,7,"2014-04-06",0,0,0,0,"0",0
"503804",609,7,"2014-04-06",0,0,0,0,"0",0
"503806",611,7,"2014-04-06",0,0,0,0,"0",0
"503834",639,7,"2014-04-06",0,0,0,0,"0",0
"503978",783,7,"2014-04-06",0,0,0,0,"0",0
"504034",839,7,"2014-04-06",0,0,0,0,"0",0
"504119",924,7,"2014-04-06",0,0,0,0,"0",0
"504134",939,7,"2014-04-06",0,0,0,0,"0",0
"504243",1048,7,"2014-04-06",0,0,0,0,"0",0
"504244",1049,7,"2014-04-06",0,0,0,0,"0",0
"504269",1074,7,"2014-04-06",0,0,0,0,"0",0
"504393",83,6,"2014-04-05",3106,291,1,0,"0",0
"504454",144,6,"2014-04-05",6486,584,1,0,"0",0
"504497",187,6,"2014-04-05",4087,489,1,0,"0",0
"504510",200,6,"2014-04-05",7276,910,1,0,"0",0
"504517",207,6,"2014-04-05",8065,946,1,0,"0",0
"504558",248,6,"2014-04-05",6857,985,1,0,"0",0
"504574",264,6,"2014-04-05",5941,821,1,0,"0",0
"504757",447,6,"2014-04-05",5302,608,1,0,"0",0
"504798",488,6,"2014-04-05",3799,420,1,0,"0",0
"504829",519,6,"2014-04-05",5535,613,1,0,"0",0
"504919",609,6,"2014-04-05",3002,308,1,0,"0",0
"504921",611,6,"2014-04-05",6060,510,1,0,"0",0
"504949",639,6,"2014-04-05",2512,268,1,0,"0",0
"505093",783,6,"2014-04-05",5226,523,1,0,"0",0
"505149",839,6,"2014-04-05",3132,430,1,0,"0",0
"505234",924,6,"2014-04-05",2785,271,1,0,"0",0
"505249",939,6,"2014-04-05",5987,635,1,0,"0",0
"505358",1048,6,"2014-04-05",6113,507,1,0,"0",0
"505359",1049,6,"2014-04-05",3500,548,1,0,"0",0
"505384",1074,6,"2014-04-05",4191,503,1,0,"0",0
"505508",83,5,"2014-04-04",4749,389,1,1,"0",0
"505569",144,5,"2014-04-04",7875,763,1,1,"0",0
"505612",187,5,"2014-04-04",6739,821,1,1,"0",0
"505625",200,5,"2014-04-04",9187,1122,1,1,"0",0
"505632",207,5,"2014-04-04",11626,1320,1,1,"0",0
"505673",248,5,"2014-04-04",7902,1055,1,1,"0",0
"505689",264,5,"2014-04-04",7646,979,1,1,"0",0
"505872",447,5,"2014-04-04",5225,622,1,1,"0",0
"505913",488,5,"2014-04-04",3837,399,1,1,"0",0
"505944",519,5,"2014-04-04",5430,566,1,1,"0",0
"506034",609,5,"2014-04-04",5137,570,1,1,"0",0
"506036",611,5,"2014-04-04",6141,516,1,1,"0",0
"506064",639,5,"2014-04-04",5489,580,1,1,"0",0
"506208",783,5,"2014-04-04",7391,732,1,1,"0",0
"506264",839,5,"2014-04-04",6488,821,1,1,"0",0
"506349",924,5,"2014-04-04",5325,478,1,1,"0",0
"506364",939,5,"2014-04-04",8105,741,1,1,"0",0
"506473",1048,5,"2014-04-04",7887,585,1,1,"0",0
"506474",1049,5,"2014-04-04",4526,739,1,1,"0",0
"506499",1074,5,"2014-04-04",6470,709,1,1,"0",0
"506623",83,4,"2014-04-03",4272,370,1,1,"0",0
"506684",144,4,"2014-04-03",7631,729,1,1,"0",0
"506727",187,4,"2014-04-03",6393,755,1,1,"0",0
"506740",200,4,"2014-04-03",8915,1102,1,1,"0",0
"506747",207,4,"2014-04-03",12606,1403,1,1,"0",0
"506788",248,4,"2014-04-03",8472,1143,1,1,"0",0
"506804",264,4,"2014-04-03",7356,1011,1,1,"0",0
"506987",447,4,"2014-04-03",4874,608,1,1,"0",0
"507028",488,4,"2014-04-03",3785,380,1,1,"0",0
"507059",519,4,"2014-04-03",5224,514,1,1,"0",0
"507149",609,4,"2014-04-03",4676,507,1,1,"0",0
"507151",611,4,"2014-04-03",6046,518,1,1,"0",0
"507179",639,4,"2014-04-03",5864,571,1,1,"0",0
"507323",783,4,"2014-04-03",6852,700,1,1,"0",0
"507379",839,4,"2014-04-03",5796,758,1,1,"0",0
"507464",924,4,"2014-04-03",5214,475,1,1,"0",0
"507479",939,4,"2014-04-03",6155,551,1,1,"0",0
"507588",1048,4,"2014-04-03",7448,525,1,1,"0",0
"507589",1049,4,"2014-04-03",4005,674,1,1,"0",0
"507614",1074,4,"2014-04-03",5105,547,1,1,"0",0
"507738",83,3,"2014-04-02",4919,389,1,1,"0",0
"507799",144,3,"2014-04-02",7870,691,1,1,"0",0
"507842",187,3,"2014-04-02",6229,760,1,1,"0",0
"507855",200,3,"2014-04-02",9316,1062,1,1,"0",0
"507862",207,3,"2014-04-02",12802,1444,1,1,"0",0
"507903",248,3,"2014-04-02",9233,1192,1,1,"0",0
"507919",264,3,"2014-04-02",8150,1054,1,1,"0",0
"508102",447,3,"2014-04-02",5314,600,1,1,"0",0
"508143",488,3,"2014-04-02",4168,426,1,1,"0",0
"508174",519,3,"2014-04-02",5033,523,1,1,"0",0
"508264",609,3,"2014-04-02",5781,600,1,1,"0",0
"508266",611,3,"2014-04-02",5835,485,1,1,"0",0
"508294",639,3,"2014-04-02",5406,536,1,1,"0",0
"508438",783,3,"2014-04-02",6562,662,1,1,"0",0
"508494",839,3,"2014-04-02",7020,831,1,1,"0",0
"508579",924,3,"2014-04-02",4198,410,1,1,"0",0
"508594",939,3,"2014-04-02",6267,571,1,1,"0",0
"508703",1048,3,"2014-04-02",6775,512,1,1,"0",0
"508704",1049,3,"2014-04-02",4303,707,1,1,"0",0
"508729",1074,3,"2014-04-02",4833,532,1,1,"0",0
"508853",83,2,"2014-04-01",5242,415,1,1,"0",0
"508914",144,2,"2014-04-01",7841,694,1,1,"0",0
"508957",187,2,"2014-04-01",9004,1011,1,1,"0",0
"508970",200,2,"2014-04-01",9990,1198,1,1,"0",0
"508977",207,2,"2014-04-01",14719,1570,1,1,"0",0
"509018",248,2,"2014-04-01",9252,1187,1,1,"0",0
"509034",264,2,"2014-04-01",9917,1178,1,1,"0",0
"509217",447,2,"2014-04-01",6311,709,1,1,"0",0
"509258",488,2,"2014-04-01",4727,432,1,1,"0",0
"509289",519,2,"2014-04-01",6072,582,1,1,"0",0
"509379",609,2,"2014-04-01",5666,596,1,1,"0",0
"509381",611,2,"2014-04-01",6743,528,1,1,"0",0
"509409",639,2,"2014-04-01",6494,610,1,1,"0",0
"509553",783,2,"2014-04-01",7577,689,1,1,"0",0
"509609",839,2,"2014-04-01",7192,828,1,1,"0",0
"509694",924,2,"2014-04-01",4776,445,1,1,"0",0
"509709",939,2,"2014-04-01",6778,598,1,1,"0",0
"509818",1048,2,"2014-04-01",8297,571,1,1,"0",0
"509819",1049,2,"2014-04-01",3980,713,1,1,"0",0
"509844",1074,2,"2014-04-01",3964,458,1,1,"0",0
"509968",83,1,"2014-03-31",6062,432,1,1,"0",0
"510029",144,1,"2014-03-31",8570,780,1,1,"0",0
"510072",187,1,"2014-03-31",9001,994,1,1,"0",0
"510085",200,1,"2014-03-31",11285,1294,1,1,"0",0
"510092",207,1,"2014-03-31",17471,1755,1,1,"0",0
"510133",248,1,"2014-03-31",12353,1428,1,1,"0",0
"510149",264,1,"2014-03-31",11959,1320,1,1,"0",0
"510332",447,1,"2014-03-31",6953,747,1,1,"0",0
"510373",488,1,"2014-03-31",5015,469,1,1,"0",0
"510404",519,1,"2014-03-31",8680,712,1,1,"0",0
"510494",609,1,"2014-03-31",6965,696,1,1,"0",0
"510496",611,1,"2014-03-31",7383,578,1,1,"0",0
"510524",639,1,"2014-03-31",7560,648,1,1,"0",0
"510668",783,1,"2014-03-31",9227,813,1,1,"0",0
"510724",839,1,"2014-03-31",9558,999,1,1,"0",0
"510809",924,1,"2014-03-31",9330,720,1,1,"0",0
"510824",939,1,"2014-03-31",8294,711,1,1,"0",0
"510933",1048,1,"2014-03-31",13802,871,1,1,"0",0
"510934",1049,1,"2014-03-31",6217,871,1,1,"0",0
"510959",1074,1,"2014-03-31",9568,826,1,1,"0",0
"511083",83,7,"2014-03-30",0,0,0,0,"0",0
"511144",144,7,"2014-03-30",0,0,0,0,"0",0
"511187",187,7,"2014-03-30",0,0,0,0,"0",0
"511200",200,7,"2014-03-30",0,0,0,0,"0",0
"511207",207,7,"2014-03-30",0,0,0,0,"0",0
"511248",248,7,"2014-03-30",0,0,0,0,"0",0
"511264",264,7,"2014-03-30",0,0,0,0,"0",0
"511447",447,7,"2014-03-30",0,0,0,0,"0",0
"511488",488,7,"2014-03-30",0,0,0,0,"0",0
"511519",519,7,"2014-03-30",0,0,0,0,"0",0
"511609",609,7,"2014-03-30",0,0,0,0,"0",0
"511611",611,7,"2014-03-30",0,0,0,0,"0",0
"511639",639,7,"2014-03-30",0,0,0,0,"0",0
"511783",783,7,"2014-03-30",0,0,0,0,"0",0
"511839",839,7,"2014-03-30",0,0,0,0,"0",0
"511924",924,7,"2014-03-30",0,0,0,0,"0",0
"511939",939,7,"2014-03-30",0,0,0,0,"0",0
"512048",1048,7,"2014-03-30",0,0,0,0,"0",0
"512049",1049,7,"2014-03-30",0,0,0,0,"0",0
"512074",1074,7,"2014-03-30",0,0,0,0,"0",0
"512198",83,6,"2014-03-29",2937,275,1,0,"0",0
"512259",144,6,"2014-03-29",5480,501,1,0,"0",0
"512302",187,6,"2014-03-29",3837,471,1,0,"0",0
"512315",200,6,"2014-03-29",6706,842,1,0,"0",0
"512322",207,6,"2014-03-29",8709,1057,1,0,"0",0
"512363",248,6,"2014-03-29",6914,991,1,0,"0",0
"512379",264,6,"2014-03-29",5333,786,1,0,"0",0
"512562",447,6,"2014-03-29",4865,565,1,0,"0",0
"512603",488,6,"2014-03-29",3225,353,1,0,"0",0
"512634",519,6,"2014-03-29",4895,560,1,0,"0",0
"512724",609,6,"2014-03-29",2676,287,1,0,"0",0
"512726",611,6,"2014-03-29",4892,478,1,0,"0",0
"512754",639,6,"2014-03-29",3297,326,1,0,"0",0
"512898",783,6,"2014-03-29",5072,491,1,0,"0",0
"512954",839,6,"2014-03-29",3216,410,1,0,"0",0
"513039",924,6,"2014-03-29",3246,321,1,0,"0",0
"513054",939,6,"2014-03-29",6149,612,1,0,"0",0
"513163",1048,6,"2014-03-29",6064,475,1,0,"0",0
"513164",1049,6,"2014-03-29",3179,550,1,0,"0",0
"513189",1074,6,"2014-03-29",3939,474,1,0,"0",0
"513313",83,5,"2014-03-28",3624,351,1,0,"0",0
"513374",144,5,"2014-03-28",7323,759,1,0,"0",0
"513417",187,5,"2014-03-28",5988,822,1,0,"0",0
"513430",200,5,"2014-03-28",6787,935,1,0,"0",0
"513437",207,5,"2014-03-28",9033,1136,1,0,"0",0
"513478",248,5,"2014-03-28",7363,989,1,0,"0",0
"513494",264,5,"2014-03-28",5168,775,1,0,"0",0
"513677",447,5,"2014-03-28",4607,553,1,0,"0",0
"513718",488,5,"2014-03-28",3222,380,1,0,"0",0
"513749",519,5,"2014-03-28",4282,478,1,0,"0",0
"513839",609,5,"2014-03-28",4342,496,1,0,"0",0
"513841",611,5,"2014-03-28",5270,459,1,0,"0",0
"513869",639,5,"2014-03-28",4215,515,1,0,"0",0
"514013",783,5,"2014-03-28",6405,648,1,0,"0",0
"514069",839,5,"2014-03-28",4471,609,1,0,"0",0
"514154",924,5,"2014-03-28",4733,456,1,0,"0",0
"514169",939,5,"2014-03-28",5231,527,1,0,"0",0
"514278",1048,5,"2014-03-28",6688,503,1,0,"0",0
"514279",1049,5,"2014-03-28",3353,579,1,0,"0",0
"514304",1074,5,"2014-03-28",4626,580,1,0,"0",0
"514428",83,4,"2014-03-27",2937,290,1,0,"0",0
"514489",144,4,"2014-03-27",6715,690,1,0,"0",0
"514532",187,4,"2014-03-27",5165,667,1,0,"0",0
"514545",200,4,"2014-03-27",6345,838,1,0,"0",0
"514552",207,4,"2014-03-27",8579,1124,1,0,"0",0
"514593",248,4,"2014-03-27",6549,930,1,0,"0",0
"514609",264,4,"2014-03-27",4932,733,1,0,"0",0
"514792",447,4,"2014-03-27",4178,514,1,0,"0",0
"514833",488,4,"2014-03-27",2592,314,1,0,"0",0
"514864",519,4,"2014-03-27",3904,441,1,0,"0",0
"514954",609,4,"2014-03-27",3840,465,1,0,"0",0
"514956",611,4,"2014-03-27",4562,422,1,0,"0",0
"514984",639,4,"2014-03-27",4029,453,1,0,"0",0
"515128",783,4,"2014-03-27",5583,616,1,0,"0",0
"515184",839,4,"2014-03-27",4663,650,1,0,"0",0
"515269",924,4,"2014-03-27",4083,420,1,0,"0",0
"515284",939,4,"2014-03-27",4200,423,1,0,"0",0
"515393",1048,4,"2014-03-27",4778,424,1,0,"0",0
"515394",1049,4,"2014-03-27",3527,614,1,0,"0",0
"515419",1074,4,"2014-03-27",3564,467,1,0,"0",0
"515543",83,3,"2014-03-26",3407,325,1,0,"0",0
"515604",144,3,"2014-03-26",6303,616,1,0,"0",0
"515647",187,3,"2014-03-26",4802,641,1,0,"0",0
"515660",200,3,"2014-03-26",5950,773,1,0,"0",0
"515667",207,3,"2014-03-26",8549,1153,1,0,"0",0
"515708",248,3,"2014-03-26",5848,929,1,0,"0",0
"515724",264,3,"2014-03-26",5017,727,1,0,"0",0
"515907",447,3,"2014-03-26",4098,521,1,0,"0",0
"515948",488,3,"2014-03-26",2841,341,1,0,"0",0
"515979",519,3,"2014-03-26",3849,421,1,0,"0",0
"516069",609,3,"2014-03-26",4439,516,1,0,"0",0
"516071",611,3,"2014-03-26",4759,434,1,0,"0",0
"516099",639,3,"2014-03-26",3844,442,1,0,"0",0
"516243",783,3,"2014-03-26",4572,508,1,0,"0",0
"516299",839,3,"2014-03-26",4727,643,1,0,"0",0
"516384",924,3,"2014-03-26",3458,383,1,0,"0",0
"516399",939,3,"2014-03-26",4110,464,1,0,"0",0
"516508",1048,3,"2014-03-26",4827,421,1,0,"0",0
"516509",1049,3,"2014-03-26",3203,604,1,0,"0",0
"516534",1074,3,"2014-03-26",3577,453,1,0,"0",0
"516658",83,2,"2014-03-25",3121,333,1,0,"0",0
"516719",144,2,"2014-03-25",6462,619,1,0,"0",0
"516762",187,2,"2014-03-25",5496,809,1,0,"0",0
"516775",200,2,"2014-03-25",6435,893,1,0,"0",0
"516782",207,2,"2014-03-25",8592,1143,1,0,"0",0
"516823",248,2,"2014-03-25",6241,952,1,0,"0",0
"516839",264,2,"2014-03-25",4657,714,1,0,"0",0
"517022",447,2,"2014-03-25",4158,558,1,0,"0",0
"517063",488,2,"2014-03-25",2676,300,1,0,"0",0
"517094",519,2,"2014-03-25",3481,410,1,0,"0",0
"517184",609,2,"2014-03-25",3745,443,1,0,"0",0
"517186",611,2,"2014-03-25",4725,461,1,0,"0",0
"517214",639,2,"2014-03-25",3778,456,1,0,"0",0
"517358",783,2,"2014-03-25",5587,624,1,0,"0",0
"517414",839,2,"2014-03-25",4141,591,1,0,"0",0
"517499",924,2,"2014-03-25",4202,426,1,0,"0",0
"517514",939,2,"2014-03-25",3461,394,1,0,"0",0
"517623",1048,2,"2014-03-25",5449,451,1,0,"0",0
"517624",1049,2,"2014-03-25",3391,583,1,0,"0",0
"517649",1074,2,"2014-03-25",3673,443,1,0,"0",0
"517773",83,1,"2014-03-24",3510,350,1,0,"0",0
"517834",144,1,"2014-03-24",7101,678,1,0,"0",0
"517877",187,1,"2014-03-24",5095,793,1,0,"0",0
"517890",200,1,"2014-03-24",6646,951,1,0,"0",0
"517897",207,1,"2014-03-24",8919,1228,1,0,"0",0
"517938",248,1,"2014-03-24",6547,961,1,0,"0",0
"517954",264,1,"2014-03-24",5684,818,1,0,"0",0
"518137",447,1,"2014-03-24",4839,640,1,0,"0",0
"518178",488,1,"2014-03-24",2867,387,1,0,"0",0
"518209",519,1,"2014-03-24",4519,496,1,0,"0",0
"518299",609,1,"2014-03-24",4603,543,1,0,"0",0
"518301",611,1,"2014-03-24",5378,489,1,0,"0",0
"518329",639,1,"2014-03-24",3420,419,1,0,"0",0
"518473",783,1,"2014-03-24",5750,625,1,0,"0",0
"518529",839,1,"2014-03-24",4319,672,1,0,"0",0
"518614",924,1,"2014-03-24",3682,426,1,0,"0",0
"518629",939,1,"2014-03-24",4230,471,1,0,"0",0
"518738",1048,1,"2014-03-24",4963,480,1,0,"0",0
"518739",1049,1,"2014-03-24",3482,611,1,0,"0",0
"518764",1074,1,"2014-03-24",4810,482,1,0,"0",0
"518888",83,7,"2014-03-23",0,0,0,0,"0",0
"518949",144,7,"2014-03-23",0,0,0,0,"0",0
"518992",187,7,"2014-03-23",0,0,0,0,"0",0
"519005",200,7,"2014-03-23",0,0,0,0,"0",0
"519012",207,7,"2014-03-23",0,0,0,0,"0",0
"519053",248,7,"2014-03-23",0,0,0,0,"0",0
"519069",264,7,"2014-03-23",0,0,0,0,"0",0
"519252",447,7,"2014-03-23",0,0,0,0,"0",0
"519293",488,7,"2014-03-23",0,0,0,0,"0",0
"519324",519,7,"2014-03-23",0,0,0,0,"0",0
"519414",609,7,"2014-03-23",0,0,0,0,"0",0
"519416",611,7,"2014-03-23",0,0,0,0,"0",0
"519444",639,7,"2014-03-23",0,0,0,0,"0",0
"519588",783,7,"2014-03-23",0,0,0,0,"0",0
"519644",839,7,"2014-03-23",0,0,0,0,"0",0
"519729",924,7,"2014-03-23",0,0,0,0,"0",0
"519744",939,7,"2014-03-23",0,0,0,0,"0",0
"519853",1048,7,"2014-03-23",0,0,0,0,"0",0
"519854",1049,7,"2014-03-23",0,0,0,0,"0",0
"519879",1074,7,"2014-03-23",0,0,0,0,"0",0
"520003",83,6,"2014-03-22",2855,271,1,0,"0",0
"520064",144,6,"2014-03-22",5790,561,1,0,"0",0
"520107",187,6,"2014-03-22",4284,539,1,0,"0",0
"520120",200,6,"2014-03-22",6364,810,1,0,"0",0
"520127",207,6,"2014-03-22",8813,1097,1,0,"0",0
"520168",248,6,"2014-03-22",6355,926,1,0,"0",0
"520184",264,6,"2014-03-22",5452,772,1,0,"0",0
"520367",447,6,"2014-03-22",4622,568,1,0,"0",0
"520408",488,6,"2014-03-22",3401,391,1,0,"0",0
"520439",519,6,"2014-03-22",5382,601,1,0,"0",0
"520529",609,6,"2014-03-22",2853,302,1,0,"0",0
"520531",611,6,"2014-03-22",5549,517,1,0,"0",0
"520559",639,6,"2014-03-22",2440,247,1,0,"0",0
"520703",783,6,"2014-03-22",4958,512,1,0,"0",0
"520759",839,6,"2014-03-22",3525,445,1,0,"0",0
"520844",924,6,"2014-03-22",2870,289,1,0,"0",0
"520859",939,6,"2014-03-22",6881,695,1,0,"0",0
"520968",1048,6,"2014-03-22",5657,466,1,0,"0",0
"520969",1049,6,"2014-03-22",2856,499,1,0,"0",0
"520994",1074,6,"2014-03-22",4695,581,1,0,"0",0
"521118",83,5,"2014-03-21",4347,373,1,1,"0",0
"521179",144,5,"2014-03-21",7421,707,1,1,"0",0
"521222",187,5,"2014-03-21",6522,818,1,1,"0",0
"521235",200,5,"2014-03-21",7663,991,1,1,"0",0
"521242",207,5,"2014-03-21",9383,1089,1,1,"0",0
"521283",248,5,"2014-03-21",6312,866,1,1,"0",0
"521299",264,5,"2014-03-21",6653,884,1,1,"0",0
"521482",447,5,"2014-03-21",4887,564,1,1,"0",0
"521523",488,5,"2014-03-21",3564,391,1,1,"0",0
"521554",519,5,"2014-03-21",5449,560,1,1,"0",0
"521644",609,5,"2014-03-21",5094,592,1,1,"0",0
"521646",611,5,"2014-03-21",5504,486,1,1,"0",0
"521674",639,5,"2014-03-21",5403,566,1,1,"0",0
"521818",783,5,"2014-03-21",7204,706,1,1,"0",0
"521874",839,5,"2014-03-21",5532,706,1,1,"0",0
"521959",924,5,"2014-03-21",5195,453,1,1,"0",0
"521974",939,5,"2014-03-21",7176,673,1,1,"0",0
"522083",1048,5,"2014-03-21",8027,598,1,1,"0",0
"522084",1049,5,"2014-03-21",4279,662,1,1,"0",0
"522109",1074,5,"2014-03-21",5517,609,1,1,"0",0
"522233",83,4,"2014-03-20",3408,319,1,1,"0",0
"522294",144,4,"2014-03-20",7286,705,1,1,"0",0
"522337",187,4,"2014-03-20",4767,682,1,1,"0",0
"522350",200,4,"2014-03-20",6694,924,1,1,"0",0
"522357",207,4,"2014-03-20",10605,1257,1,1,"0",0
"522398",248,4,"2014-03-20",7623,1075,1,1,"0",0
"522414",264,4,"2014-03-20",6913,878,1,1,"0",0
"522597",447,4,"2014-03-20",4377,534,1,1,"0",0
"522638",488,4,"2014-03-20",2869,324,1,1,"0",0
"522669",519,4,"2014-03-20",4375,485,1,1,"0",0
"522759",609,4,"2014-03-20",4524,514,1,1,"0",0
"522761",611,4,"2014-03-20",5340,440,1,1,"0",0
"522789",639,4,"2014-03-20",4457,462,1,1,"0",0
"522933",783,4,"2014-03-20",6256,622,1,1,"0",0
"522989",839,4,"2014-03-20",5721,728,1,1,"0",0
"523074",924,4,"2014-03-20",4962,470,1,1,"0",0
"523089",939,4,"2014-03-20",5254,508,1,1,"0",0
"523198",1048,4,"2014-03-20",6084,463,1,1,"0",0
"523199",1049,4,"2014-03-20",4498,684,1,1,"0",0
"523224",1074,4,"2014-03-20",4780,491,1,1,"0",0
"523348",83,3,"2014-03-19",4042,353,1,1,"0",0
"523409",144,3,"2014-03-19",7142,673,1,1,"0",0
"523452",187,3,"2014-03-19",6118,721,1,1,"0",0
"523465",200,3,"2014-03-19",8321,1041,1,1,"0",0
"523472",207,3,"2014-03-19",12187,1376,1,1,"0",0
"523513",248,3,"2014-03-19",7292,978,1,1,"0",0
"523529",264,3,"2014-03-19",7664,975,1,1,"0",0
"523712",447,3,"2014-03-19",5262,598,1,1,"0",0
"523753",488,3,"2014-03-19",3765,408,1,1,"0",0
"523784",519,3,"2014-03-19",4551,495,1,1,"0",0
"523874",609,3,"2014-03-19",4434,517,1,1,"0",0
"523876",611,3,"2014-03-19",5988,485,1,1,"0",0
"523904",639,3,"2014-03-19",5568,551,1,1,"0",0
"524048",783,3,"2014-03-19",6010,590,1,1,"0",0
"524104",839,3,"2014-03-19",5233,683,1,1,"0",0
"524189",924,3,"2014-03-19",5424,443,1,1,"0",0
"524204",939,3,"2014-03-19",5585,528,1,1,"0",0
"524313",1048,3,"2014-03-19",6868,521,1,1,"0",0
"524314",1049,3,"2014-03-19",3904,657,1,1,"0",0
"524339",1074,3,"2014-03-19",5950,583,1,1,"0",0
"524463",83,2,"2014-03-18",4297,374,1,1,"0",0
"524524",144,2,"2014-03-18",7847,727,1,1,"0",0
"524567",187,2,"2014-03-18",7656,914,1,1,"0",0
"524580",200,2,"2014-03-18",7779,979,1,1,"0",0
"524587",207,2,"2014-03-18",12611,1444,1,1,"0",0
"524628",248,2,"2014-03-18",8085,1019,1,1,"0",0
"524644",264,2,"2014-03-18",7953,1026,1,1,"0",0
"524827",447,2,"2014-03-18",4903,565,1,1,"0",0
"524868",488,2,"2014-03-18",4313,421,1,1,"0",0
"524899",519,2,"2014-03-18",5477,533,1,1,"0",0
"524989",609,2,"2014-03-18",5010,590,1,1,"0",0
"524991",611,2,"2014-03-18",5003,471,1,1,"0",0
"525019",639,2,"2014-03-18",6413,587,1,1,"0",0
"525163",783,2,"2014-03-18",6350,686,1,1,"0",0
"525219",839,2,"2014-03-18",6764,797,1,1,"0",0
"525304",924,2,"2014-03-18",5168,467,1,1,"0",0
"525319",939,2,"2014-03-18",6508,603,1,1,"0",0
"525428",1048,2,"2014-03-18",8149,560,1,1,"0",0
"525429",1049,2,"2014-03-18",4249,705,1,1,"0",0
"525454",1074,2,"2014-03-18",5155,524,1,1,"0",0
"525578",83,1,"2014-03-17",5101,407,1,1,"0",0
"525639",144,1,"2014-03-17",9127,797,1,1,"0",0
"525682",187,1,"2014-03-17",8143,945,1,1,"0",0
"525695",200,1,"2014-03-17",9739,1159,1,1,"0",0
"525702",207,1,"2014-03-17",16481,1677,1,1,"0",0
"525743",248,1,"2014-03-17",9511,1168,1,1,"0",0
"525759",264,1,"2014-03-17",9816,1168,1,1,"0",0
"525942",447,1,"2014-03-17",6736,739,1,1,"0",0
"525983",488,1,"2014-03-17",4767,484,1,1,"0",0
"526014",519,1,"2014-03-17",6793,651,1,1,"0",0
"526104",609,1,"2014-03-17",5760,601,1,1,"0",0
"526106",611,1,"2014-03-17",7438,598,1,1,"0",0
"526134",639,1,"2014-03-17",7055,647,1,1,"0",0
"526278",783,1,"2014-03-17",8738,811,1,1,"0",0
"526334",839,1,"2014-03-17",7964,919,1,1,"0",0
"526419",924,1,"2014-03-17",7228,626,1,1,"0",0
"526434",939,1,"2014-03-17",8522,706,1,1,"0",0
"526543",1048,1,"2014-03-17",9925,711,1,1,"0",0
"526544",1049,1,"2014-03-17",4817,727,1,1,"0",0
"526569",1074,1,"2014-03-17",8114,705,1,1,"0",0
"526693",83,7,"2014-03-16",0,0,0,0,"0",0
"526754",144,7,"2014-03-16",0,0,0,0,"0",0
"526797",187,7,"2014-03-16",0,0,0,0,"0",0
"526810",200,7,"2014-03-16",0,0,0,0,"0",0
"526817",207,7,"2014-03-16",0,0,0,0,"0",0
"526858",248,7,"2014-03-16",0,0,0,0,"0",0
"526874",264,7,"2014-03-16",0,0,0,0,"0",0
"527057",447,7,"2014-03-16",0,0,0,0,"0",0
"527098",488,7,"2014-03-16",0,0,0,0,"0",0
"527129",519,7,"2014-03-16",0,0,0,0,"0",0
"527219",609,7,"2014-03-16",0,0,0,0,"0",0
"527221",611,7,"2014-03-16",0,0,0,0,"0",0
"527249",639,7,"2014-03-16",0,0,0,0,"0",0
"527393",783,7,"2014-03-16",0,0,0,0,"0",0
"527449",839,7,"2014-03-16",0,0,0,0,"0",0
"527534",924,7,"2014-03-16",0,0,0,0,"0",0
"527549",939,7,"2014-03-16",0,0,0,0,"0",0
"527658",1048,7,"2014-03-16",0,0,0,0,"0",0
"527659",1049,7,"2014-03-16",0,0,0,0,"0",0
"527684",1074,7,"2014-03-16",0,0,0,0,"0",0
"527808",83,6,"2014-03-15",2879,272,1,0,"0",0
"527869",144,6,"2014-03-15",6495,576,1,0,"0",0
"527912",187,6,"2014-03-15",3745,471,1,0,"0",0
"527925",200,6,"2014-03-15",6599,862,1,0,"0",0
"527932",207,6,"2014-03-15",8164,1008,1,0,"0",0
"527973",248,6,"2014-03-15",6507,965,1,0,"0",0
"527989",264,6,"2014-03-15",4888,765,1,0,"0",0
"528172",447,6,"2014-03-15",5304,603,1,0,"0",0
"528213",488,6,"2014-03-15",3316,380,1,0,"0",0
"528244",519,6,"2014-03-15",5408,594,1,0,"0",0
"528334",609,6,"2014-03-15",2247,267,1,0,"0",0
